dataset,ranking_method,N,Hit rate,Precision,Enrichment,Tanimoto_topk_to_train,Tanimoto_hits_to_train_actives,Tanimoto_topk_scaffold_to_train,Tanimoto_hits_scaffold_to_train_actives,pharmacophore_topk_to_train,pharmacophore_hits_to_train_actives,MCSF,MCSF_hits_to_train_actives,internal_tanimoto_topk,internal_tanimoto_hits,unique_scaffolds_subset,unique_scaffolds_subset_ratio,unique_scaffolds_hits_ratio,new_scaffolds_ratio,new_hit_scaffolds_ratio
CHEMBL235_EC50,utopia_dist_E_min_scaffold_tanimoto,50,1.0,0.5106382978723404,1.5358034171626032,0.1718464,0.1731,0.394976,0.3972,0.4484899111999999,0.45918012,0.2585639847749428,0.26276509948205234,0.2263,0.2078,28,0.56,0.6666666666666666,1.0,1.0
CHEMBL235_EC50,utopia_dist_min_ood_min_scaffold_tanimoto,50,0.5714285714285714,1.0,0.253324889170361,0.17448460000000002,0.1752,0.32208600000000004,0.3792,0.44800972440000003,0.49818555,0.28541146120673877,0.28017529039025457,0.2031,0.1658,30,0.6,1.0,1.0,1.0
CHEMBL235_EC50,utopia_dist_E_min_unc_max_ood,50,1.0,0.6,1.8988543578707513,0.17653639999999998,0.183,0.42468999999999996,0.4387,0.44489660020000005,0.4525173,0.25679641246303275,0.2672945393848338,0.2085,0.209,32,0.64,0.7,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_tanimoto,50,1.0,0.58,1.2566080249588354,0.14888519999999997,0.1747,0.382774,0.4019,0.3288801316,0.34833986,0.2900655286538635,0.3206333934977433,0.165,0.196,37,0.74,0.6206896551724138,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_unc_min_scaffold_tanimoto,50,0.9565217391304348,0.4888888888888889,0.9577293108702277,0.13678200000000001,0.1477,0.3492300000000001,0.3474,0.32307041220000005,0.33894557,0.2733730931362694,0.25933478737632965,0.1643,0.1813,41,0.82,0.7272727272727273,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E,50,1.0,0.78,1.6756176154672395,0.2541778,0.3389,0.455036,0.4924,0.38371547000000006,0.4327456,0.38818540535155854,0.4835269821877461,0.289,0.364,21,0.42,0.3076923076923077,1.0,1.0
CHEMBL2971_Ki,utopia_dist_min_ood_min_tanimoto,50,0.6666666666666666,0.42105263157894735,0.3466504896438166,0.12785539999999998,0.1504,0.35665600000000003,0.3752,0.3130677622,0.3048608,0.2903856949081995,0.27244156330208147,0.144,0.2001,43,0.86,0.875,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_ood,50,1.0,0.86,1.8619554862734908,0.2615238,0.3337,0.46858199999999994,0.503,0.38919941960000004,0.4336477,0.39404846918612757,0.479016995640355,0.3242,0.375,18,0.36,0.3023255813953488,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_max_unc,50,0.9333333333333333,0.6086956521739131,1.2136974425661031,0.1967304,0.2766,0.42319,0.4812,0.35047076080000006,0.40697762,0.3638931683023462,0.4759162203145178,0.2189,0.3174,33,0.66,0.5,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_cats,50,1.0,0.66,1.427150456255676,0.1820486,0.2441,0.400544,0.443,0.3148746576,0.34712452,0.33465195481552906,0.40906046388206974,0.1848,0.2351,32,0.64,0.48484848484848486,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_ood_min_scaffold_tanimoto,50,0.9615384615384616,0.5319148936170213,1.086484137331595,0.16875420000000002,0.2297,0.375574,0.4048,0.3445800792,0.3848971,0.30364502446599856,0.36740164535447006,0.1743,0.2106,37,0.74,0.64,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_mcsf,50,1.0,0.6,1.3102725366876309,0.16443199999999997,0.2045,0.39232600000000006,0.4155,0.34895937340000005,0.38353857,0.25599999633733195,0.26948135569655957,0.17,0.2012,33,0.66,0.6,1.0,1.0
CHEMBL2971_Ki,utopia_dist_min_ood_min_cats,50,0.6875,0.5789473684210527,0.47961630695443647,0.15498859999999998,0.2856,0.371944,0.44,0.280314925,0.29070002,0.3247615525412091,0.43305915296750325,0.1512,0.3015,38,0.76,0.36363636363636365,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_unc_min_tanimoto,50,1.0,0.56,1.21453977617767,0.149442,0.1746,0.37947400000000003,0.397,0.33160992159999997,0.35238034,0.2929755454394528,0.3182214389605465,0.1646,0.1902,39,0.78,0.6785714285714286,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_ood_min_tanimoto,50,0.967741935483871,0.6122448979591837,1.3069617495861288,0.16347820000000002,0.2,0.40296600000000005,0.43,0.3480956224,0.37498218,0.30467720163346285,0.35856336977756936,0.1842,0.2277,32,0.64,0.5666666666666667,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_unc,50,1.0,0.84,1.8115942028985506,0.2633438,0.3425,0.46242399999999995,0.4963,0.39212358820000004,0.43750277,0.40020750067867483,0.49643265498098854,0.313,0.3752,18,0.36,0.2857142857142857,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_max_ood,50,1.0,0.76,1.6392735429877916,0.2412462,0.3264,0.443536,0.4856,0.3784135646,0.4331936,0.37143465907144546,0.46813613003496646,0.2615,0.3408,24,0.48,0.34210526315789475,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_unc_min_ood,50,1.0,0.86,1.8528093760772149,0.2676898,0.3474,0.47034,0.508,0.40008371220000005,0.4446262,0.4009523904526593,0.49924680348534456,0.3296,0.3943,19,0.38,0.3023255813953488,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_unc_min_mcsf,50,1.0,0.64,1.3867822318526544,0.16880280000000003,0.2124,0.39526800000000006,0.4238,0.35812084340000006,0.3949077,0.26364259206569773,0.2797360647799576,0.1763,0.2104,36,0.72,0.625,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_ood_min_mcsf,50,0.9705882352941176,0.673469387755102,1.4279532669839896,0.17647559999999998,0.219,0.4131320000000001,0.4407,0.3634752308,0.39669958,0.27016673698465465,0.29249059507269626,0.1915,0.2299,31,0.62,0.5757575757575758,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_ood_min_cats,50,0.9705882352941176,0.673469387755102,1.4407334643091028,0.20155440000000002,0.2722,0.41770399999999985,0.4573,0.3321942714,0.3629865,0.3594667182416661,0.45601023150752923,0.2109,0.2727,26,0.52,0.3939393939393939,1.0,1.0
CHEMBL2971_Ki,utopia_dist_min_ood_min_mcsf,50,0.6818181818181818,0.5555555555555556,0.653993721660272,0.1527588,0.1981,0.376556,0.399,0.3373262548,0.36889288,0.25659929818483695,0.2429481516996868,0.1647,0.1981,38,0.76,0.7333333333333333,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_unc_min_cats,50,1.0,0.64,1.3906392594845944,0.19191820000000004,0.2646,0.40296,0.4463,0.32170238939999996,0.3541614,0.34470374392511777,0.4287814245599233,0.1932,0.2507,31,0.62,0.46875,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_scaffold_tanimoto,50,0.9545454545454546,0.45652173913043476,0.9138381201044387,0.1319832,0.138,0.3417720000000001,0.338,0.31642464260000003,0.33340314,0.2723049733351007,0.2654501260919601,0.1643,0.1864,41,0.82,0.7142857142857143,1.0,1.0
CHEMBL2971_Ki,utopia_dist_min_ood_min_scaffold_tanimoto,50,0.5714285714285714,0.42105263157894735,0.3463203463203463,0.1327176,0.1445,0.334392,0.311,0.30047190199999996,0.28575253,0.2964602865939141,0.27649151624252305,0.1562,0.234,41,0.82,0.625,1.0,1.0
CHEMBL2971_Ki,utopia_dist_E_min_unc_max_ood,50,1.0,0.82,1.7684610075914422,0.257599,0.3389,0.45771,0.495,0.3857939984,0.43369395,0.3895981205396844,0.48898345568163765,0.2988,0.3672,20,0.4,0.2926829268292683,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_tanimoto,50,1.0,0.5714285714285714,1.4798372179060304,0.1391504,0.1392,0.245824,0.2349,0.2946759022,0.29948816,0.2346453738839147,0.2564088746367538,0.1935,0.2556,36,0.72,0.6071428571428571,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_unc_min_scaffold_tanimoto,50,1.0,0.72,1.9270916974466035,0.16009800000000002,0.1672,0.24267799999999998,0.2378,0.3220178078,0.32914168,0.25804584608793313,0.2977562237590037,0.2043,0.2173,27,0.54,0.5833333333333334,1.0,1.0
CHEMBL237_Ki,utopia_dist_E,50,1.0,0.66,1.7602816450632102,0.170684,0.1814,0.26693600000000006,0.2673,0.3367019636,0.34514856,0.28492528899898234,0.33701989830853607,0.2114,0.2134,34,0.68,0.6666666666666666,1.0,1.0
CHEMBL237_Ki,utopia_dist_min_ood_min_tanimoto,50,0.6923076923076923,0.36,0.47654347135444247,0.1359966,0.1326,0.24783400000000003,0.2224,0.24838863360000002,0.26978636,0.2655152428004249,0.2622039523640182,0.2277,0.2817,32,0.64,0.6666666666666666,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_ood,50,1.0,0.56,1.495486834374833,0.1598566,0.1718,0.25379799999999997,0.2568,0.290716814,0.31260157,0.26799795782620367,0.32863740151650706,0.2063,0.2314,31,0.62,0.5714285714285714,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_max_unc,50,1.0,0.62,1.6311496974480402,0.15302799999999997,0.1533,0.23743199999999998,0.2225,0.27020285,0.28881726,0.26189060251766405,0.2588721340666646,0.2732,0.382,25,0.5,0.41935483870967744,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_cats,50,1.0,0.64,1.7048481619605753,0.1492506,0.143,0.23868999999999996,0.2228,0.2492706628,0.25786656,0.23358480957023203,0.23839353182230155,0.2808,0.3933,27,0.54,0.46875,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_ood_min_scaffold_tanimoto,50,0.967741935483871,0.6122448979591837,1.5976993129892954,0.15355399999999997,0.1566,0.22656400000000002,0.2196,0.2803035888,0.2912603,0.24850366933095988,0.2658151291201368,0.2568,0.327,31,0.62,0.5666666666666667,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_mcsf,50,1.0,0.48,1.2719275001324926,0.158516,0.1625,0.256284,0.2455,0.31835972619999997,0.33478132,0.20207431238416768,0.20793610863315823,0.2197,0.2483,33,0.66,0.8333333333333334,1.0,1.0
CHEMBL237_Ki,utopia_dist_min_ood_min_cats,50,0.6666666666666666,0.3076923076923077,0.4259850905218317,0.1429346,0.135,0.239592,0.2107,0.22651539259999998,0.22326882,0.26207210495072736,0.2841491884133428,0.2612,0.5527,29,0.58,0.375,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_unc_min_tanimoto,50,1.0,0.64,1.6942870757664001,0.1485526,0.1484,0.25095,0.2388,0.30997157760000005,0.31325024,0.24058036322081233,0.2779855332004162,0.2102,0.2505,31,0.62,0.5625,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_ood_min_tanimoto,50,1.0,0.46,1.2116742176799074,0.1445426,0.1375,0.24404399999999998,0.2286,0.2807599364,0.2885205,0.2349039600498585,0.24753153462098243,0.2164,0.3123,34,0.68,0.6521739130434783,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_unc,50,1.0,0.66,1.7429884328949454,0.17098,0.1847,0.26550799999999997,0.267,0.341090977,0.35042003,0.28128508009927544,0.33575475912174485,0.219,0.2198,33,0.66,0.6363636363636364,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_max_ood,50,1.0,0.6,1.5869657215404147,0.17158,0.1774,0.259032,0.257,0.34524525200000006,0.35153425,0.2812965487138645,0.30808477803242196,0.2527,0.224,31,0.62,0.7,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_unc_min_ood,50,1.0,0.54,1.4359410732329947,0.16711399999999998,0.1824,0.265598,0.2695,0.3245469068,0.3451977,0.26712509086470065,0.34878303771582897,0.2058,0.2284,33,0.66,0.6296296296296297,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_unc_min_mcsf,50,1.0,0.56,1.4817166746044348,0.16193000000000002,0.1635,0.25784399999999996,0.2455,0.32812086459999995,0.33644363,0.21811903381324982,0.22136804056774248,0.2202,0.2289,34,0.68,0.75,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_ood_min_mcsf,50,1.0,0.36,0.9564801530368245,0.1537806,0.1517,0.254342,0.2363,0.2917422404,0.30105114,0.2097943133232344,0.22820139638032216,0.255,0.2527,31,0.62,0.7777777777777778,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_ood_min_cats,50,1.0,0.46,1.2073490813648293,0.1488606,0.1403,0.241018,0.2201,0.24542032760000002,0.24633507,0.23610447066640242,0.250229426595412,0.2627,0.3828,29,0.58,0.5217391304347826,1.0,1.0
CHEMBL237_Ki,utopia_dist_min_ood_min_mcsf,50,0.7058823529411765,0.375,0.6386375731772219,0.15168600000000002,0.1538,0.25966199999999995,0.24,0.2759830048,0.302155,0.22386094335571635,0.23719683587582044,0.2343,0.2115,38,0.76,0.9166666666666666,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_unc_min_cats,50,1.0,0.58,1.5382167294329814,0.1588426,0.1599,0.25295,0.2402,0.28323911459999995,0.28993315,0.23909051756521443,0.28374562690858174,0.2439,0.2898,33,0.66,0.6896551724137931,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_scaffold_tanimoto,50,1.0,0.76,2.0302398888710798,0.156152,0.1588,0.22000999999999998,0.2174,0.2956606332,0.31164494,0.2523396795435545,0.2675798035512719,0.26,0.318,24,0.48,0.4473684210526316,1.0,1.0
CHEMBL237_Ki,utopia_dist_min_ood_min_scaffold_tanimoto,50,0.4074074074074074,0.4583333333333333,0.5844845908607864,0.151338,0.1503,0.20848199999999997,0.2112,0.266089129,0.2612921,0.286561215667263,0.26979016872066325,0.2708,0.4756,29,0.58,0.45454545454545453,1.0,1.0
CHEMBL237_Ki,utopia_dist_E_min_unc_max_ood,50,1.0,0.66,1.7476962186209086,0.170078,0.1799,0.26302,0.263,0.34022971320000006,0.34790525,0.2816417207992105,0.3306814494350777,0.2219,0.213,33,0.66,0.6666666666666666,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_tanimoto,50,1.0,0.7,1.4278720626631853,0.108529,0.1178,0.32354799999999995,0.3345,0.2757629548,0.30247247,0.18788584521367951,0.20742580541085587,0.3447,0.5146,32,0.64,0.6285714285714286,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_unc_min_scaffold_tanimoto,50,1.0,0.68,1.3879250520471895,0.1301124,0.1317,0.306946,0.3154,0.2901793468,0.29835883,0.20488247758073516,0.21496092929803476,0.2346,0.341,28,0.56,0.6176470588235294,1.0,1.0
CHEMBL244_Ki,utopia_dist_E,50,1.0,0.86,1.7447758165956584,0.14733980000000002,0.1461,0.372382,0.3833,0.30576896340000004,0.30369592,0.21713810182557758,0.2202014398061859,0.2769,0.3025,26,0.52,0.5813953488372093,1.0,1.0
CHEMBL244_Ki,utopia_dist_min_ood_min_tanimoto,50,0.9090909090909091,0.6818181818181818,1.224739742804654,0.12362699999999999,0.1203,0.3331299999999999,0.331,0.2941865042,0.30092642,0.22060427685344738,0.21818403734447472,0.38,0.657,23,0.46,0.43333333333333335,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_ood,50,1.0,0.62,1.2711169427587337,0.15621000000000002,0.152,0.355148,0.3767,0.311418001,0.3031556,0.23615056971444473,0.2319605593578067,0.2373,0.285,21,0.42,0.41935483870967744,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_max_unc,50,0.9,0.375,0.7333469138317376,0.14349800000000001,0.1425,0.34378800000000004,0.3638,0.3041824578,0.29048482,0.22555746624935022,0.21761797396491692,0.1948,0.2048,37,0.74,0.9444444444444444,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_cats,50,1.0,0.62,1.2702835600721194,0.1258416,0.1409,0.350672,0.3762,0.23053310599999996,0.24366093,0.19315307626087894,0.20896987744789672,0.2722,0.3772,30,0.6,0.6129032258064516,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_ood_min_scaffold_tanimoto,50,1.0,0.58,1.1897924017395587,0.1449624,0.139,0.3261880000000001,0.3328,0.304681672,0.3055922,0.23114399614188494,0.22581195265215664,0.2595,0.401,22,0.44,0.4482758620689655,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_mcsf,50,1.0,0.64,1.3056428250846628,0.1278742,0.1396,0.3474399999999999,0.3694,0.2665599084,0.28057915,0.18163160842635936,0.19566068772603987,0.2225,0.2993,44,0.88,0.90625,1.0,1.0
CHEMBL244_Ki,utopia_dist_min_ood_min_cats,50,0.782608695652174,0.6923076923076923,0.7389162561576355,0.1490578,0.1425,0.333888,0.3638,0.2556660422,0.2589528,0.2402640140441895,0.2282287700927951,0.1908,0.3542,30,0.6,0.5,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_unc_min_tanimoto,50,1.0,0.84,1.7244210872064378,0.1123962,0.1214,0.3283520000000001,0.3362,0.279904744,0.29799414,0.1918032648463868,0.20916271927302135,0.35,0.445,36,0.72,0.7142857142857143,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_ood_min_tanimoto,50,1.0,0.84,1.7222290564645097,0.1226782,0.1252,0.32904800000000006,0.3318,0.28947565659999996,0.30096716,0.2178124753090119,0.2185753100464882,0.4294,0.5386,22,0.44,0.42857142857142855,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_unc,50,1.0,0.86,1.7648990313577408,0.1471738,0.146,0.3723140000000001,0.3833,0.3072805018,0.30517912,0.2169181448990177,0.22000507793564425,0.276,0.301,26,0.52,0.5813953488372093,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_max_ood,50,1.0,0.66,1.343101343101343,0.13341360000000002,0.1432,0.34884600000000004,0.3708,0.2948890158,0.30175498,0.19922876573531653,0.20860846028218544,0.2346,0.3335,32,0.64,0.696969696969697,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_unc_min_ood,50,1.0,0.76,1.5554645927138764,0.153837,0.1489,0.363954,0.3801,0.3131092092,0.30584615,0.22986215019054612,0.22999372613024818,0.2351,0.2834,22,0.44,0.4473684210526316,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_unc_min_mcsf,50,1.0,0.78,1.5915768854064642,0.12968420000000003,0.1375,0.353084,0.3672,0.2707121938,0.2831502,0.1843773809285474,0.19674708799986707,0.256,0.308,46,0.92,0.9230769230769231,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_ood_min_mcsf,50,1.0,0.72,1.4754098360655739,0.1482224,0.145,0.3534980000000001,0.3704,0.30613712100000007,0.3061481,0.22657716384883783,0.22506180263875672,0.2406,0.3108,20,0.4,0.3888888888888889,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_ood_min_cats,50,1.0,0.78,1.5958099758582593,0.1395274,0.1414,0.3523060000000001,0.3625,0.2586553326,0.2636368,0.2198597853260261,0.21845190306949028,0.3115,0.3992,28,0.56,0.48717948717948717,1.0,1.0
CHEMBL244_Ki,utopia_dist_min_ood_min_mcsf,50,0.3333333333333333,0.3333333333333333,0.0825593395252838,0.19129599999999997,0.1768,0.34611800000000004,0.3923,0.3498277616,0.3318941,0.22789073703214582,0.24973956483651774,0.4412,0.2385,30,0.6,1.0,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_unc_min_cats,50,1.0,0.78,1.5948311114746054,0.12989640000000002,0.1399,0.35641200000000006,0.373,0.2365740872,0.24980426,0.19775889753677092,0.20829761769959837,0.295,0.3577,32,0.64,0.6410256410256411,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_scaffold_tanimoto,50,1.0,0.44,0.9000163639338897,0.1297144,0.127,0.299034,0.2957,0.2810322954,0.28935272,0.19616610505488408,0.20667170406207536,0.2122,0.3528,30,0.6,0.7272727272727273,1.0,1.0
CHEMBL244_Ki,utopia_dist_min_ood_min_scaffold_tanimoto,50,0.5,0.07692307692307693,0.04117429077284144,0.18823,0.1738,0.3378900000000001,0.322,0.34107239019999985,0.34052008,0.25909928875984856,0.23783818520660627,0.3945,,27,0.54,1.0,1.0,1.0
CHEMBL244_Ki,utopia_dist_E_min_unc_max_ood,50,1.0,0.84,1.7186349128406582,0.1354496,0.144,0.35440200000000005,0.3667,0.289486669,0.29762423,0.20230987581916446,0.21132347964590942,0.3057,0.357,34,0.68,0.6904761904761905,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_tanimoto,50,0.7368421052631579,0.3888888888888889,0.8601093567610738,0.15129900000000002,0.2264,0.4093879999999999,0.4897,0.331277865,0.40460584,0.31525924840846703,0.4083329513628894,0.1395,0.2334,34,0.68,0.5,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_unc_min_scaffold_tanimoto,50,0.9655172413793104,0.5957446808510638,1.737619461337967,0.2016572,0.3022,0.42425,0.5005,0.3760156642,0.46163303,0.3743438866644888,0.4874422283165517,0.2332,0.419,25,0.5,0.2857142857142857,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E,50,1.0,0.58,1.810689310689311,0.20546380000000003,0.3015,0.43055200000000005,0.501,0.3780651332,0.46117526,0.3744629941695598,0.4895494683246771,0.2428,0.419,22,0.44,0.27586206896551724,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_ood,50,0.9666666666666667,0.6170212765957447,1.7796870205584534,0.2071378,0.3015,0.4337599999999999,0.501,0.373399338,0.46117526,0.3717228765055883,0.48954946832467705,0.2457,0.419,23,0.46,0.27586206896551724,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_max_unc,50,0.75,0.4411764705882353,0.9355120369215418,0.16474579999999997,0.279,0.41018,0.4941,0.34323007359999996,0.45067665,0.34407419932194194,0.48006094723820336,0.1539,0.345,31,0.62,0.4,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_cats,50,0.8695652173913043,0.47619047619047616,1.2458730455366598,0.1778852,0.28,0.418276,0.4963,0.3349197374,0.4056483,0.34450797616762363,0.4590750436795766,0.1777,0.3555,30,0.6,0.4,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_ood_min_scaffold_tanimoto,50,0.9655172413793104,0.6086956521739131,1.7593465284322967,0.20643719999999996,0.3076,0.4278419999999999,0.5015,0.3748498522,0.46405482,0.37779434873958073,0.4996116907985142,0.2458,0.4404,24,0.48,0.25,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_mcsf,50,0.8260869565217391,0.5,1.1764705882352942,0.17146899999999995,0.2805,0.41248399999999996,0.4954,0.34711081160000007,0.44216472,0.31435205507741976,0.4412526973608813,0.1628,0.3499,30,0.6,0.3684210526315789,1.0,1.0
CHEMBL1862_Ki,utopia_dist_min_ood_min_cats,50,0.5238095238095238,0.7857142857142857,0.6882743085971719,0.16427120000000003,0.2915,0.423348,0.5024,0.30278328919999997,0.4010601,0.34858206040259715,0.47121489906186403,0.1661,0.3975,28,0.56,0.36363636363636365,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_unc_min_tanimoto,50,0.9583333333333334,0.5227272727272727,1.4307931570762054,0.1843412,0.2861,0.41922999999999994,0.4983,0.3589674182,0.44934514,0.35158795482916827,0.46617630432496215,0.1925,0.3728,27,0.54,0.30434782608695654,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_ood_min_tanimoto,50,0.875,0.5121951219512195,1.3037000248323813,0.17778200000000002,0.2793,0.423448,0.497,0.35129211779999997,0.44794223,0.3367841634969651,0.45824109248327327,0.1779,0.352,28,0.56,0.3333333333333333,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_unc,50,1.0,0.5918367346938775,1.7978921264724117,0.20503180000000004,0.3015,0.43061800000000006,0.501,0.3783875704,0.46117526,0.3763066723304794,0.4895494683246771,0.2422,0.419,23,0.46,0.27586206896551724,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_max_ood,50,0.9615384615384616,0.5319148936170213,1.5451174289245984,0.19133720000000004,0.291,0.42288999999999993,0.4993,0.3635345273999999,0.4529845,0.36096630491445786,0.4792221644014066,0.2059,0.384,25,0.5,0.32,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_unc_min_ood,50,0.9666666666666667,0.6041666666666666,1.8026978305464039,0.2072138,0.3015,0.43252399999999996,0.501,0.3746619098,0.46117526,0.3717215904353367,0.4895494683246771,0.2468,0.419,22,0.44,0.27586206896551724,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_unc_min_mcsf,50,0.9230769230769231,0.5581395348837209,1.5005627110166313,0.18553219999999995,0.2944,0.41475399999999996,0.4988,0.3617296184,0.4518369,0.33568924291932123,0.46731630722139733,0.1898,0.3875,27,0.54,0.3333333333333333,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_ood_min_mcsf,50,0.8695652173913043,0.5263157894736842,1.256992018100685,0.17728000000000005,0.2852,0.41981,0.4963,0.35134603480000004,0.44571367,0.32067339832736336,0.44775347438958246,0.1737,0.364,28,0.56,0.35,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_ood_min_cats,50,0.8571428571428571,0.5581395348837209,1.48892611204169,0.1917058,0.297,0.42752,0.4988,0.3478065332,0.4380677,0.34939125607448596,0.4744850072683741,0.2056,0.408,27,0.54,0.3333333333333333,1.0,1.0
CHEMBL1862_Ki,utopia_dist_min_ood_min_mcsf,50,0.35294117647058826,0.6666666666666666,0.37601052829479226,0.160608,0.3306,0.44798599999999994,0.511,0.35382983419999997,0.47026107,0.29387433467756746,0.48780529982550186,0.196,0.5205,24,0.48,0.3333333333333333,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_unc_min_cats,50,0.88,0.5116279069767442,1.3696924417880711,0.18535380000000004,0.2903,0.41989400000000004,0.4976,0.34405576320000003,0.41788882,0.3503751598577931,0.46673770000137293,0.1936,0.384,29,0.58,0.36363636363636365,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_scaffold_tanimoto,50,1.0,0.5918367346938775,1.809220787322977,0.20482640000000005,0.3015,0.4251560000000001,0.501,0.3775343524000001,0.4611753,0.37641109810078743,0.4895494683246771,0.2422,0.419,23,0.46,0.27586206896551724,1.0,1.0
CHEMBL1862_Ki,utopia_dist_min_ood_min_scaffold_tanimoto,50,0.6666666666666666,0.75,0.7471514849635764,0.17577379999999998,0.349,0.3933400000000001,0.5117,0.34118679160000004,0.4977534,0.35475871355704186,0.5547414063839184,0.1721,0.6465,30,0.6,0.08333333333333333,1.0,1.0
CHEMBL1862_Ki,utopia_dist_E_min_unc_max_ood,50,1.0,0.5918367346938775,1.8075292944402892,0.20503179999999996,0.3015,0.43061800000000006,0.501,0.3783875704,0.46117526,0.3763066723304794,0.48954946832467705,0.2422,0.419,23,0.46,0.27586206896551724,1.0,1.0
CHEMBL4792_Ki,utopia_dist_E_min_tanimoto,50,1.0,0.86,1.5671696187768789,0.148731,0.152,0.43435,0.4348,0.32504628820000003,0.31437552,0.19631298632087596,0.19445470924459646,0.3462,0.3884,36,0.72,0.6976744186046512,1.0,1.0
CHEMBL4792_Ki,utopia_dist_E_min_unc_min_scaffold_tanimoto,50,1.0,0.8571428571428571,1.5394201517428434,0.1512056,0.1534,0.41690599999999994,0.4258,0.33053709420000005,0.32449126,0.19186956352531098,0.19087974049055545,0.333,0.3733,39,0.78,0.7380952380952381,1.0,1.0
CHEMBL4792_Ki,utopia_dist_E,50,1.0,0.88,1.5994765349521975,0.150643,0.1525,0.431362,0.4321,0.32709903580000005,0.3217433,0.19470187010761755,0.19576030131413116,0.3467,0.3755,36,0.72,0.7045454545454546,1.0,1.0
