"split","dataset","method","accuracy","TPR","TNR","balanced_accuracy","uncertainty"
"Test","CHEMBL238_Ki","CATS_RF",0.8625,0.794871794871795,0.895061728395062,0.844966761633428,0.525506122299167
"Test","CHEMBL238_Ki","ECFP_RF",0.870833333333333,0.82051282051282,0.895061728395062,0.857787274453941,0.3822619414655
"Test","CHEMBL238_Ki","ECFP_MLP",0.858333333333333,0.807692307692308,0.882716049382716,0.845204178537512,0.149170873414765
"Test","CHEMBL238_Ki","SMILES_MLP",0.808333333333333,0.833333333333333,0.796296296296296,0.814814814814815,0.229483791074731
"Test","CHEMBL238_Ki","SMILES_JMM",0.808333333333333,0.833333333333333,0.796296296296296,0.814814814814815,0.127200288421121
"Test","CHEMBL244_Ki","CATS_RF",0.839716312056738,0.854794520547945,0.823529411764706,0.839161966156326,0.465099755342411
"Test","CHEMBL244_Ki","ECFP_RF",0.846808510638298,0.865753424657534,0.826470588235294,0.846112006446414,0.408432154497872
"Test","CHEMBL244_Ki","ECFP_MLP",0.84113475177305,0.832876712328767,0.85,0.841438356164384,0.281974362946451
"Test","CHEMBL244_Ki","SMILES_MLP",0.84113475177305,0.879452054794521,0.8,0.83972602739726,0.33172704806404
"Test","CHEMBL244_Ki","SMILES_JMM",0.831205673758865,0.849315068493151,0.811764705882353,0.830539887187752,0.116891971012669
"Test","CHEMBL262_Ki","CATS_RF",0.810344827586207,0.619047619047619,0.918918918918919,0.768983268983269,0.496958568884483
"Test","CHEMBL262_Ki","ECFP_RF",0.810344827586207,0.650793650793651,0.900900900900901,0.775847275847276,0.449368877122414
"Test","CHEMBL262_Ki","ECFP_MLP",0.844827586206897,0.746031746031746,0.900900900900901,0.823466323466324,0.204540309281382
"Test","CHEMBL262_Ki","SMILES_MLP",0.706896551724138,0.746031746031746,0.684684684684685,0.715358215358215,0.49483683959593
"Test","CHEMBL262_Ki","SMILES_JMM",0.752873563218391,0.698412698412698,0.783783783783784,0.741098241098241,0.23389511232455
"Test","CHEMBL264_Ki","CATS_RF",0.871757925072046,0.963031423290203,0.549019607843137,0.75602551556667,0.403821832799135
"Test","CHEMBL264_Ki","ECFP_RF",0.877521613832853,0.975970425138632,0.529411764705882,0.752691094922257,0.316210117885014
"Test","CHEMBL264_Ki","ECFP_MLP",0.871757925072046,0.942698706099815,0.620915032679739,0.781806869389777,0.172798576610156
"Test","CHEMBL264_Ki","SMILES_MLP",0.854466858789625,0.898336414048059,0.699346405228758,0.798841409638409,0.309978937727541
"Test","CHEMBL264_Ki","SMILES_JMM",0.863112391930836,0.931608133086876,0.620915032679739,0.776261582883307,0.121039158437218
"Test","CHEMBL2835_Ki","CATS_RF",0.973684210526316,1,0.2,0.6,0.0680175987252632
"Test","CHEMBL2835_Ki","ECFP_RF",0.967105263157895,1,0,0.5,0.0494594313728947
"Test","CHEMBL2835_Ki","ECFP_MLP",0.967105263157895,1,0,0.5,0.000154305795780919
"Test","CHEMBL2835_Ki","SMILES_MLP",0.960526315789474,0.986394557823129,0.2,0.593197278911565,0.00203902901161995
"Test","CHEMBL2835_Ki","SMILES_JMM",0.967105263157895,1,0,0.5,0.00168415855312463
"Test","CHEMBL287_Ki","CATS_RF",0.754448398576512,0.903553299492386,0.404761904761905,0.654157602127145,0.586740188067616
"Test","CHEMBL287_Ki","ECFP_RF",0.786476868327402,0.934010152284264,0.44047619047619,0.687243171380227,0.415397044225623
"Test","CHEMBL287_Ki","ECFP_MLP",0.822064056939502,0.908629441624365,0.619047619047619,0.763838530335992,0.308395305468152
"Test","CHEMBL287_Ki","SMILES_MLP",0.765124555160142,0.898477157360406,0.452380952380952,0.675429054870679,0.288323764776531
"Test","CHEMBL287_Ki","SMILES_JMM",0.768683274021352,0.873096446700508,0.523809523809524,0.698452985255016,0.151374696647722
"Test","CHEMBL2971_Ki","CATS_RF",0.819004524886878,0.804597701149425,0.872340425531915,0.83846906334067,0.30296983426371
"Test","CHEMBL2971_Ki","ECFP_RF",0.864253393665158,0.839080459770115,0.957446808510638,0.898263634140377,0.242984262790407
"Test","CHEMBL2971_Ki","ECFP_MLP",0.873303167420814,0.873563218390805,0.872340425531915,0.87295182196136,0.107502083104536
"Test","CHEMBL2971_Ki","SMILES_MLP",0.868778280542986,0.885057471264368,0.808510638297872,0.84678405478112,0.0763662535228715
"Test","CHEMBL2971_Ki","SMILES_JMM",0.877828054298643,0.890804597701149,0.829787234042553,0.860295915871851,0.0411459325439925
"Test","CHEMBL3979_EC50","CATS_RF",0.822033898305085,0.844660194174757,0.804511278195489,0.824585736185123,0.430903276100847
"Test","CHEMBL3979_EC50","ECFP_RF",0.809322033898305,0.815533980582524,0.804511278195489,0.810022629389006,0.374068235369915
"Test","CHEMBL3979_EC50","ECFP_MLP",0.826271186440678,0.854368932038835,0.804511278195489,0.829440105117162,0.249785818452719
"Test","CHEMBL3979_EC50","SMILES_MLP",0.783898305084746,0.786407766990291,0.781954887218045,0.784181327104168,0.220784471590679
"Test","CHEMBL3979_EC50","SMILES_JMM",0.771186440677966,0.796116504854369,0.75187969924812,0.773998102051245,0.125019323341891
"Test","CHEMBL4005_Ki","CATS_RF",0.816037735849057,0.897590361445783,0.521739130434783,0.709664745940283,0.489255488773113
"Test","CHEMBL4005_Ki","ECFP_RF",0.839622641509434,0.891566265060241,0.652173913043478,0.77187008905186,0.351692343135472
"Test","CHEMBL4005_Ki","ECFP_MLP",0.834905660377358,0.879518072289157,0.673913043478261,0.776715557883709,0.0835631060580495
"Test","CHEMBL4005_Ki","SMILES_MLP",0.820754716981132,0.885542168674699,0.58695652173913,0.736249345206915,0.243153493486864
"Test","CHEMBL4005_Ki","SMILES_JMM",0.806603773584906,0.849397590361446,0.652173913043478,0.750785751702462,0.151589259400292
"Test","CHEMBL4203_Ki","CATS_RF",0.841379310344828,0.5,0.99009900990099,0.745049504950495,0.535007039984828
"Test","CHEMBL4203_Ki","ECFP_RF",0.806896551724138,0.454545454545455,0.96039603960396,0.707470747074707,0.514659981744138
"Test","CHEMBL4203_Ki","ECFP_MLP",0.83448275862069,0.568181818181818,0.95049504950495,0.759338433843384,0.244333070874683
"Test","CHEMBL4203_Ki","SMILES_MLP",0.696551724137931,0.681818181818182,0.702970297029703,0.692394239423942,0.537047036430156
"Test","CHEMBL4203_Ki","SMILES_JMM",0.786206896551724,0.522727272727273,0.900990099009901,0.711858685868587,0.23767250095714
"Test","CHEMBL4616_EC50","CATS_RF",0.88,0.981132075471698,0.31578947368421,0.648460774577954,0.2792978570104
"Test","CHEMBL4616_EC50","ECFP_RF",0.872,0.981132075471698,0.263157894736842,0.62214498510427,0.2515639173752
"Test","CHEMBL4616_EC50","ECFP_MLP",0.888,0.981132075471698,0.368421052631579,0.674776564051639,0.0579689633236427
"Test","CHEMBL4616_EC50","SMILES_MLP",0.904,0.971698113207547,0.526315789473684,0.749006951340616,0.0998633286348464
"Test","CHEMBL4616_EC50","SMILES_JMM",0.88,0.962264150943396,0.421052631578947,0.691658391261172,0.051327489789576
"Test","CHEMBL4792_Ki","CATS_RF",0.815426997245179,0.763157894736842,0.853080568720379,0.808119231728611,0.48277312690303
"Test","CHEMBL4792_Ki","ECFP_RF",0.834710743801653,0.796052631578947,0.862559241706161,0.829305936642554,0.445726939871625
"Test","CHEMBL4792_Ki","ECFP_MLP",0.829201101928375,0.822368421052632,0.834123222748815,0.828245821900723,0.288110323841165
"Test","CHEMBL4792_Ki","SMILES_MLP",0.790633608815427,0.789473684210526,0.791469194312796,0.790471439261661,0.287947352182343
"Test","CHEMBL4792_Ki","SMILES_JMM",0.807162534435262,0.789473684210526,0.819905213270142,0.804689448740334,0.134156994286064
"Test","ESR1_ant","CATS_RF",0.987864077669903,0,1,0.5,0.0404963076379126
"Test","ESR1_ant","ECFP_RF",0.989077669902913,0.1,1,0.55,0.11321801691318
"Test","ESR1_ant","ECFP_MLP",0.987864077669903,0,1,0.5,0.012882349459257
"Test","ESR1_ant","SMILES_MLP",0.987864077669903,0.1,0.998771498771499,0.549385749385749,0.00391638976323963
"Test","ESR1_ant","SMILES_JMM",0.987864077669903,0.1,0.998771498771499,0.549385749385749,0.0020228710591102
"Test","PPARG","CATS_RF",0.995157384987893,0,1,0.5,0.0163207441471186
"Test","PPARG","ECFP_RF",0.995157384987893,0,1,0.5,0.0156246311293463
"Test","PPARG","ECFP_MLP",0.995157384987893,0,1,0.5,0.00945213346071165
"Test","PPARG","SMILES_MLP",0.990314769975787,0,0.995133819951338,0.497566909975669,0.0079582473764698
"Test","PPARG","SMILES_JMM",0.995157384987893,0,1,0.5,0.000893256787239517
"Test","TP53","CATS_RF",0.979480164158687,0,0.99860529986053,0.499302649930265,0.10296904876643
"Test","TP53","ECFP_RF",0.979480164158687,0,0.99860529986053,0.499302649930265,0.396463330430643
"Test","TP53","ECFP_MLP",0.982216142270862,0.142857142857143,0.99860529986053,0.570731221358836,0.00963152726986435
"Test","TP53","SMILES_MLP",0.976744186046512,0.0714285714285714,0.99442119944212,0.532924885435346,0.00872220069321528
"Test","TP53","SMILES_JMM",0.980848153214774,0.0714285714285714,0.99860529986053,0.535016935644551,0.00261561940008722
"OOD","Ames_mutagenicity","CATS_RF",0.662480376766091,0.565410199556541,0.715674362089915,0.640542280823228,0.632043042762559
"OOD","Ames_mutagenicity","ECFP_RF",0.733908948194662,0.51219512195122,0.855407047387606,0.683801084669413,0.57630038468595
"OOD","Ames_mutagenicity","ECFP_MLP",0.721350078492936,0.565410199556541,0.806804374240583,0.686107286898562,0.447082868810509
"OOD","Ames_mutagenicity","SMILES_MLP",0.664835164835165,0.483370288248337,0.764277035236938,0.623823661742638,0.565954368118967
"OOD","Ames_mutagenicity","SMILES_JMM",0.691522762951334,0.57649667405765,0.754556500607533,0.665526587332592,0.403013663379477
"OOD","CHEMBL1862_Ki","CATS_RF",0.75,0.611111111111111,0.81578947368421,0.713450292397661,0.62885533505119
"OOD","CHEMBL1862_Ki","ECFP_RF",0.833333333333333,0.518518518518518,0.982456140350877,0.750487329434698,0.515406384922024
"OOD","CHEMBL1862_Ki","ECFP_MLP",0.80952380952381,0.574074074074074,0.921052631578947,0.747563352826511,0.389698254266406
"OOD","CHEMBL1862_Ki","SMILES_MLP",0.773809523809524,0.518518518518518,0.894736842105263,0.706627680311891,0.151640818417845
"OOD","CHEMBL1862_Ki","SMILES_JMM",0.720238095238095,0.537037037037037,0.807017543859649,0.672027290448343,0.0875049356673307
"OOD","CHEMBL1871_Ki","CATS_RF",0.737373737373737,0.571428571428571,0.828125,0.699776785714286,0.647331396473737
"OOD","CHEMBL1871_Ki","ECFP_RF",0.696969696969697,0.228571428571429,0.953125,0.590848214285714,0.576324826111111
"OOD","CHEMBL1871_Ki","ECFP_MLP",0.696969696969697,0.314285714285714,0.90625,0.610267857142857,0.135982931931443
"OOD","CHEMBL1871_Ki","SMILES_MLP",0.707070707070707,0.542857142857143,0.796875,0.669866071428571,0.223236374966284
"OOD","CHEMBL1871_Ki","SMILES_JMM",0.727272727272727,0.657142857142857,0.765625,0.711383928571429,0.163867217401646
"OOD","CHEMBL2034_Ki","CATS_RF",0.753012048192771,1,0.0238095238095238,0.511904761904762,0.392651501386145
"OOD","CHEMBL2034_Ki","ECFP_RF",0.759036144578313,1,0.0476190476190476,0.523809523809524,0.360231106869518
"OOD","CHEMBL2034_Ki","ECFP_MLP",0.746987951807229,1,0,0.5,0.133638689323762
"OOD","CHEMBL2034_Ki","SMILES_MLP",0.801204819277108,0.967741935483871,0.30952380952381,0.63863287250384,0.122080609409826
"OOD","CHEMBL2034_Ki","SMILES_JMM",0.807228915662651,0.983870967741936,0.285714285714286,0.63479262672811,0.0563138818237146
"OOD","CHEMBL2047_EC50","CATS_RF",0.895104895104895,0,1,0.5,0.481645475617482
"OOD","CHEMBL2047_EC50","ECFP_RF",0.895104895104895,0,1,0.5,0.370015810386713
"OOD","CHEMBL2047_EC50","ECFP_MLP",0.902097902097902,0.133333333333333,0.9921875,0.562760416666667,0.06692246949669
"OOD","CHEMBL2047_EC50","SMILES_MLP",0.846153846153846,0.8,0.8515625,0.82578125,0.139501593797873
"OOD","CHEMBL2047_EC50","SMILES_JMM",0.888111888111888,0.6,0.921875,0.7609375,0.073350435629589
"OOD","CHEMBL204_Ki","CATS_RF",0.771324863883848,0.497041420118343,0.892670157068063,0.694855788593203,0.519550461150998
"OOD","CHEMBL204_Ki","ECFP_RF",0.814882032667877,0.70414201183432,0.863874345549738,0.784008178692029,0.504370806701089
"OOD","CHEMBL204_Ki","ECFP_MLP",0.778584392014519,0.597633136094675,0.858638743455497,0.728135939775086,0.210737891228086
"OOD","CHEMBL204_Ki","SMILES_MLP",0.698729582577132,0.739644970414201,0.680628272251309,0.710136621332755,0.252530931998441
"OOD","CHEMBL204_Ki","SMILES_JMM",0.715063520871143,0.692307692307692,0.725130890052356,0.708719291180024,0.096841252796359
"OOD","CHEMBL2147_Ki","CATS_RF",0.82122905027933,0.6,0.879858657243816,0.739929328621908,0.543017115116257
"OOD","CHEMBL2147_Ki","ECFP_RF",0.85195530726257,0.613333333333333,0.915194346289753,0.764263839811543,0.369981398543631
"OOD","CHEMBL2147_Ki","ECFP_MLP",0.846368715083799,0.626666666666667,0.904593639575972,0.765630153121319,0.0791024371654591
"OOD","CHEMBL2147_Ki","SMILES_MLP",0.773743016759777,0.613333333333333,0.816254416961131,0.714793875147232,0.314274189591899
"OOD","CHEMBL2147_Ki","SMILES_JMM",0.751396648044693,0.586666666666667,0.795053003533569,0.690859835100118,0.142287121566279
"OOD","CHEMBL214_Ki","CATS_RF",0.641089108910891,0.708061002178649,0.553008595988539,0.630534799083594,0.650381557093441
"OOD","CHEMBL214_Ki","ECFP_RF",0.696782178217822,0.586056644880174,0.842406876790831,0.714231760835503,0.615642128090099
"OOD","CHEMBL214_Ki","ECFP_MLP",0.665841584158416,0.586056644880174,0.770773638968481,0.678415141924328,0.409181559946002
"OOD","CHEMBL214_Ki","SMILES_MLP",0.650990099009901,0.640522875816993,0.664756446991404,0.652639661404199,0.383870043585491
"OOD","CHEMBL214_Ki","SMILES_JMM",0.667079207920792,0.67755991285403,0.653295128939828,0.665427520896929,0.215775980733126
"OOD","CHEMBL218_EC50","CATS_RF",0.606694560669456,0.112244897959184,0.950354609929078,0.531299753944131,0.599063978553975
"OOD","CHEMBL218_EC50","ECFP_RF",0.610878661087866,0.295918367346939,0.829787234042553,0.562852800694746,0.585827371848117
"OOD","CHEMBL218_EC50","ECFP_MLP",0.635983263598326,0.397959183673469,0.801418439716312,0.599688811694891,0.206851035230413
"OOD","CHEMBL218_EC50","SMILES_MLP",0.631799163179916,0.63265306122449,0.631205673758865,0.631929367491677,0.399972428170141
"OOD","CHEMBL218_EC50","SMILES_JMM",0.623430962343096,0.510204081632653,0.702127659574468,0.606165870603561,0.217429629303386
"OOD","CHEMBL219_Ki","CATS_RF",0.567796610169492,0.872727272727273,0.301587301587302,0.587157287157287,0.668645933315819
"OOD","CHEMBL219_Ki","ECFP_RF",0.576271186440678,0.672727272727273,0.492063492063492,0.582395382395382,0.649285032191243
"OOD","CHEMBL219_Ki","ECFP_MLP",0.652542372881356,0.587878787878788,0.708994708994709,0.648436748436748,0.452313402946088
"OOD","CHEMBL219_Ki","SMILES_MLP",0.548022598870056,0.43030303030303,0.650793650793651,0.540548340548341,0.380437838694337
"OOD","CHEMBL219_Ki","SMILES_JMM",0.576271186440678,0.533333333333333,0.613756613756614,0.573544973544974,0.206983601436327
"OOD","CHEMBL228_Ki","CATS_RF",0.614427860696517,0.617977528089888,0.607407407407407,0.612692467748647,0.672390657565174
"OOD","CHEMBL228_Ki","ECFP_RF",0.624378109452736,0.543071161048689,0.785185185185185,0.664128173116937,0.630152285329602
"OOD","CHEMBL228_Ki","ECFP_MLP",0.718905472636816,0.805243445692884,0.548148148148148,0.676695796920516,0.270630141531826
"OOD","CHEMBL228_Ki","SMILES_MLP",0.626865671641791,0.719101123595506,0.444444444444444,0.581772784019975,0.504451079930188
"OOD","CHEMBL228_Ki","SMILES_JMM",0.621890547263682,0.719101123595506,0.42962962962963,0.574365376612568,0.266474512630886
