"split","dataset","method","accuracy","TPR","TNR","balanced_accuracy","uncertainty"
"OOD","CHEMBL231_Ki","CATS_RF",0.426605504587156,0.202898550724638,0.8125,0.507699275362319,0.656364922219725
"OOD","CHEMBL231_Ki","ECFP_RF",0.440366972477064,0.152173913043478,0.9375,0.544836956521739,0.607434058215138
"OOD","CHEMBL231_Ki","ECFP_MLP",0.454128440366972,0.210144927536232,0.875,0.542572463768116,0.0740759939729256
"OOD","CHEMBL231_Ki","SMILES_MLP",0.495412844036697,0.442028985507246,0.5875,0.514764492753623,0.294049387481173
"OOD","CHEMBL231_Ki","SMILES_JMM",0.477064220183486,0.384057971014493,0.6375,0.510778985507246,0.210737846610474
"OOD","CHEMBL233_Ki","CATS_RF",0.626262626262626,0.322448979591837,0.792410714285714,0.557429846938776,0.638826418533333
"OOD","CHEMBL233_Ki","ECFP_RF",0.67965367965368,0.171428571428571,0.957589285714286,0.564508928571429,0.556889525603896
"OOD","CHEMBL233_Ki","ECFP_MLP",0.632034632034632,0.285714285714286,0.821428571428571,0.553571428571429,0.238855920891416
"OOD","CHEMBL233_Ki","SMILES_MLP",0.421356421356421,0.669387755102041,0.285714285714286,0.477551020408163,0.493280324243106
"OOD","CHEMBL233_Ki","SMILES_JMM",0.467532467532468,0.587755102040816,0.401785714285714,0.494770408163265,0.354805822641852
"OOD","CHEMBL234_Ki","CATS_RF",0.656898656898657,0.785202863961814,0.5225,0.653851431980907,0.632183526720635
"OOD","CHEMBL234_Ki","ECFP_RF",0.671550671550671,0.60381861575179,0.7425,0.673159307875895,0.621865731765446
"OOD","CHEMBL234_Ki","ECFP_MLP",0.643467643467644,0.706443914081146,0.5775,0.641971957040573,0.179537336509367
"OOD","CHEMBL234_Ki","SMILES_MLP",0.61050061050061,0.553699284009546,0.67,0.611849642004773,0.416874695812177
"OOD","CHEMBL234_Ki","SMILES_JMM",0.604395604395604,0.713603818615752,0.49,0.601801909307876,0.217420168108418
"OOD","CHEMBL235_EC50","CATS_RF",0.699432892249527,0.108433734939759,0.96969696969697,0.539065352318364,0.507406123020794
"OOD","CHEMBL235_EC50","ECFP_RF",0.722117202268431,0.168674698795181,0.975206611570248,0.571940655182714,0.457516310579206
"OOD","CHEMBL235_EC50","ECFP_MLP",0.718336483931947,0.210843373493976,0.950413223140496,0.580628298317236,0.208222460704048
"OOD","CHEMBL235_EC50","SMILES_MLP",0.710775047258979,0.349397590361446,0.87603305785124,0.612715324106343,0.228165622689335
"OOD","CHEMBL235_EC50","SMILES_JMM",0.693761814744801,0.240963855421687,0.900826446280992,0.570895150851339,0.0837268106176161
"OOD","CHEMBL236_Ki","CATS_RF",0.789090909090909,0.763698630136986,0.817829457364341,0.790764043750664,0.592870373882909
"OOD","CHEMBL236_Ki","ECFP_RF",0.738181818181818,0.839041095890411,0.624031007751938,0.731536051821174,0.501705762293273
"OOD","CHEMBL236_Ki","ECFP_MLP",0.781818181818182,0.804794520547945,0.755813953488372,0.780304237018159,0.210621083808065
"OOD","CHEMBL236_Ki","SMILES_MLP",0.674545454545455,0.767123287671233,0.569767441860465,0.668445364765849,0.296923429065105
"OOD","CHEMBL236_Ki","SMILES_JMM",0.674545454545455,0.777397260273973,0.558139534883721,0.667768397578847,0.172683087756961
"OOD","CHEMBL237_EC50","CATS_RF",0.338383838383838,0.0775193798449612,0.826086956521739,0.45180316818335,0.604963912221717
"OOD","CHEMBL237_EC50","ECFP_RF",0.388888888888889,0.0775193798449612,0.971014492753623,0.524266936299292,0.554133663816667
"OOD","CHEMBL237_EC50","ECFP_MLP",0.358585858585859,0.116279069767442,0.811594202898551,0.463936636332996,0.325741379626423
"OOD","CHEMBL237_EC50","SMILES_MLP",0.378787878787879,0.131782945736434,0.840579710144927,0.486181327940681,0.228099790606418
"OOD","CHEMBL237_EC50","SMILES_JMM",0.404040404040404,0.27906976744186,0.63768115942029,0.458375463431075,0.197287967822144
"OOD","CHEMBL237_Ki","CATS_RF",0.665523156089194,0.454545454545455,0.793388429752066,0.62396694214876,0.627487807654374
"OOD","CHEMBL237_Ki","ECFP_RF",0.665523156089194,0.277272727272727,0.900826446280992,0.58904958677686,0.539832600540137
"OOD","CHEMBL237_Ki","ECFP_MLP",0.679245283018868,0.304545454545455,0.90633608815427,0.605440771349862,0.424764501876166
"OOD","CHEMBL237_Ki","SMILES_MLP",0.638078902229846,0.513636363636364,0.713498622589532,0.613567493112948,0.474288314079553
"OOD","CHEMBL237_Ki","SMILES_JMM",0.608919382504288,0.563636363636364,0.636363636363636,0.6,0.309715657768257
"OOD","CHEMBL238_Ki","CATS_RF",0.533333333333333,0.16030534351145,0.981651376146789,0.57097835982912,0.617822434138333
"OOD","CHEMBL238_Ki","ECFP_RF",0.616666666666667,0.435114503816794,0.834862385321101,0.634988444568947,0.479242048400417
"OOD","CHEMBL238_Ki","ECFP_MLP",0.595833333333333,0.366412213740458,0.871559633027523,0.61898592338399,0.193365837707586
"OOD","CHEMBL238_Ki","SMILES_MLP",0.566666666666667,0.442748091603053,0.715596330275229,0.579172210939141,0.272500208338097
"OOD","CHEMBL238_Ki","SMILES_JMM",0.558333333333333,0.473282442748092,0.660550458715596,0.566916450731844,0.173898833407211
"OOD","CHEMBL244_Ki","CATS_RF",0.811347517730496,0.831884057971015,0.791666666666667,0.811775362318841,0.623291555542979
"OOD","CHEMBL244_Ki","ECFP_RF",0.887943262411347,0.898550724637681,0.877777777777778,0.88816425120773,0.555400415829362
"OOD","CHEMBL244_Ki","ECFP_MLP",0.882269503546099,0.895652173913044,0.869444444444444,0.882548309178744,0.304502091616256
"OOD","CHEMBL244_Ki","SMILES_MLP",0.682269503546099,0.852173913043478,0.519444444444444,0.685809178743961,0.333452067534746
"OOD","CHEMBL244_Ki","SMILES_JMM",0.699290780141844,0.826086956521739,0.577777777777778,0.701932367149758,0.122424975552157
"OOD","CHEMBL262_Ki","CATS_RF",0.844827586206897,0.257142857142857,0.992805755395684,0.62497430626927,0.545669249344828
"OOD","CHEMBL262_Ki","ECFP_RF",0.82183908045977,0.457142857142857,0.913669064748201,0.685405960945529,0.456850182197126
"OOD","CHEMBL262_Ki","ECFP_MLP",0.78735632183908,0.457142857142857,0.870503597122302,0.66382322713258,0.206151132934287
"OOD","CHEMBL262_Ki","SMILES_MLP",0.752873563218391,0.457142857142857,0.827338129496403,0.64224049331963,0.461848922051254
"OOD","CHEMBL262_Ki","SMILES_JMM",0.833333333333333,0.428571428571429,0.935251798561151,0.68191161356629,0.195952783431223
"OOD","CHEMBL264_Ki","CATS_RF",0.693083573487032,0.919148936170213,0.21875,0.568949468085106,0.524238320957493
"OOD","CHEMBL264_Ki","ECFP_RF",0.697406340057637,0.925531914893617,0.21875,0.572140957446808,0.507546322271037
"OOD","CHEMBL264_Ki","ECFP_MLP",0.690201729106628,0.865957446808511,0.321428571428571,0.593693009118541,0.273993858083687
"OOD","CHEMBL264_Ki","SMILES_MLP",0.646974063400576,0.821276595744681,0.28125,0.55126329787234,0.336539831315638
"OOD","CHEMBL264_Ki","SMILES_JMM",0.671469740634006,0.872340425531915,0.25,0.561170212765957,0.125694637349105
"OOD","CHEMBL2835_Ki","CATS_RF",0.697368421052632,0.675675675675676,0.75609756097561,0.715886618325643,0.64443164179079
"OOD","CHEMBL2835_Ki","ECFP_RF",0.243421052631579,0.009009009009009,0.878048780487805,0.443528894748407,0.631923723094079
"OOD","CHEMBL2835_Ki","ECFP_MLP",0.802631578947368,0.981981981981982,0.317073170731707,0.649527576356845,0.0384352381187123
"OOD","CHEMBL2835_Ki","SMILES_MLP",0.828947368421053,0.810810810810811,0.878048780487805,0.844429795649308,0.0341746270768749
"OOD","CHEMBL2835_Ki","SMILES_JMM",0.894736842105263,0.954954954954955,0.731707317073171,0.843331136014063,0.0179835853346679
"OOD","CHEMBL287_Ki","CATS_RF",0.580071174377224,0.979452054794521,0.148148148148148,0.563800101471334,0.627964626336655
"OOD","CHEMBL287_Ki","ECFP_RF",0.594306049822064,0.965753424657534,0.192592592592593,0.579173008625063,0.553866627901068
"OOD","CHEMBL287_Ki","ECFP_MLP",0.697508896797153,0.828767123287671,0.555555555555556,0.692161339421613,0.383231955857942
"OOD","CHEMBL287_Ki","SMILES_MLP",0.569395017793594,0.842465753424658,0.274074074074074,0.558269913749366,0.322525090332018
"OOD","CHEMBL287_Ki","SMILES_JMM",0.583629893238434,0.835616438356164,0.311111111111111,0.573363774733638,0.165250280400555
"OOD","CHEMBL2971_Ki","CATS_RF",0.79185520361991,0.647058823529412,0.915966386554622,0.781512605042017,0.554540258244615
"OOD","CHEMBL2971_Ki","ECFP_RF",0.832579185520362,0.686274509803922,0.957983193277311,0.822128851540616,0.44398720807457
"OOD","CHEMBL2971_Ki","ECFP_MLP",0.755656108597285,0.823529411764706,0.697478991596639,0.760504201680672,0.223340390307203
"OOD","CHEMBL2971_Ki","SMILES_MLP",0.746606334841629,0.61764705882353,0.857142857142857,0.737394957983193,0.174784372243961
"OOD","CHEMBL2971_Ki","SMILES_JMM",0.728506787330317,0.696078431372549,0.756302521008403,0.726190476190476,0.0826862711780853
"OOD","CHEMBL3979_EC50","CATS_RF",0.703389830508475,0.317073170731707,0.909090909090909,0.613082039911308,0.564459170253814
"OOD","CHEMBL3979_EC50","ECFP_RF",0.75,0.402439024390244,0.935064935064935,0.66875197972759,0.511969283136864
"OOD","CHEMBL3979_EC50","ECFP_MLP",0.720338983050847,0.463414634146341,0.857142857142857,0.660278745644599,0.314703695334973
"OOD","CHEMBL3979_EC50","SMILES_MLP",0.669491525423729,0.402439024390244,0.811688311688312,0.607063668039278,0.232524809184023
"OOD","CHEMBL3979_EC50","SMILES_JMM",0.673728813559322,0.402439024390244,0.818181818181818,0.610310421286031,0.135927875158941
"OOD","CHEMBL4005_Ki","CATS_RF",0.740566037735849,0.967320261437908,0.152542372881356,0.559931317159632,0.59871121942783
"OOD","CHEMBL4005_Ki","ECFP_RF",0.759433962264151,0.92156862745098,0.338983050847458,0.630275839149219,0.549133914741981
"OOD","CHEMBL4005_Ki","ECFP_MLP",0.735849056603774,0.803921568627451,0.559322033898305,0.681621801262878,0.156544574315084
"OOD","CHEMBL4005_Ki","SMILES_MLP",0.674528301886792,0.869281045751634,0.169491525423729,0.519386285587681,0.293581460832678
"OOD","CHEMBL4005_Ki","SMILES_JMM",0.683962264150943,0.843137254901961,0.271186440677966,0.557161847789963,0.198242955525006
"OOD","CHEMBL4203_Ki","CATS_RF",0.703448275862069,0.173913043478261,0.94949494949495,0.561703996486605,0.583608623444828
"OOD","CHEMBL4203_Ki","ECFP_RF",0.737931034482759,0.217391304347826,0.97979797979798,0.598594642072903,0.547934262014483
"OOD","CHEMBL4203_Ki","ECFP_MLP",0.63448275862069,0.282608695652174,0.797979797979798,0.540294246815986,0.29795617081608
"OOD","CHEMBL4203_Ki","SMILES_MLP",0.579310344827586,0.41304347826087,0.656565656565657,0.534804567413263,0.556826983175048
"OOD","CHEMBL4203_Ki","SMILES_JMM",0.641379310344828,0.130434782608696,0.878787878787879,0.504611330698287,0.242593781794745
"OOD","CHEMBL4616_EC50","CATS_RF",0.736,0.774774774774775,0.428571428571429,0.601673101673102,0.6315702932696
"OOD","CHEMBL4616_EC50","ECFP_RF",0.888,0.954954954954955,0.357142857142857,0.656048906048906,0.6032712435824
"OOD","CHEMBL4616_EC50","ECFP_MLP",0.88,0.945945945945946,0.357142857142857,0.651544401544402,0.119508931961123
"OOD","CHEMBL4616_EC50","SMILES_MLP",0.416,0.387387387387387,0.642857142857143,0.515122265122265,0.189351619141701
"OOD","CHEMBL4616_EC50","SMILES_JMM",0.376,0.333333333333333,0.714285714285714,0.523809523809524,0.119469245904053
"OOD","CHEMBL4792_Ki","CATS_RF",0.50137741046832,0.110552763819095,0.975609756097561,0.543081259958328,0.662609502637741
"OOD","CHEMBL4792_Ki","ECFP_RF",0.460055096418733,0.0351758793969849,0.975609756097561,0.505392817747273,0.629287536251791
"OOD","CHEMBL4792_Ki","ECFP_MLP",0.446280991735537,0.115577889447236,0.847560975609756,0.481569432528496,0.400939479296235
"OOD","CHEMBL4792_Ki","SMILES_MLP",0.545454545454545,0.281407035175879,0.865853658536585,0.573630346856232,0.343849960146417
"OOD","CHEMBL4792_Ki","SMILES_JMM",0.534435261707989,0.271356783919598,0.853658536585366,0.562507660252482,0.128495431412928
"OOD","ESR1_ant","CATS_RF",0.961165048543689,0,1,0.5,0.0933747078302185
"OOD","ESR1_ant","ECFP_RF",0.961165048543689,0,1,0.5,0.184476663307597
"OOD","ESR1_ant","ECFP_MLP",0.961165048543689,0.03125,0.998737373737374,0.514993686868687,0.00722005788802133
"OOD","ESR1_ant","SMILES_MLP",0.95752427184466,0.0625,0.993686868686869,0.528093434343434,0.0119319860367097
"OOD","ESR1_ant","SMILES_JMM",0.95873786407767,0.03125,0.996212121212121,0.513731060606061,0.00539850671666576
"OOD","PPARG","CATS_RF",0.98910411622276,0,1,0.5,0.0331707788528813
"OOD","PPARG","ECFP_RF",0.98910411622276,0,1,0.5,0.029805483630121
"OOD","PPARG","ECFP_MLP",0.98910411622276,0,1,0.5,0.00258667114088434
"OOD","PPARG","SMILES_MLP",0.986682808716707,0,0.997552019583843,0.498776009791922,0.0126088495692856
"OOD","PPARG","SMILES_JMM",0.986682808716707,0,0.997552019583843,0.498776009791922,0.00132266212304665
"OOD","TP53","CATS_RF",0.972640218878249,0,1,0.5,0.140346311673844
"OOD","TP53","ECFP_RF",0.972640218878249,0,1,0.5,0.400310650445554
"OOD","TP53","ECFP_MLP",0.972640218878249,0,1,0.5,0.000840547902073677
"OOD","TP53","SMILES_MLP",0.971272229822161,0,0.9985935302391,0.49929676511955,0.00613359714020878
"OOD","TP53","SMILES_JMM",0.969904240766074,0,0.9971870604782,0.4985935302391,0.00245221493036664
